alert_code,source,area_ha,year,biome,state,city,embargoed_areas,auto,fiscalizations,asvs,actions_final_situation,final_situation
583272,SAD-MATA-ATLANTICA,"0,2720",2022,MATA ATLANTICA,SANTA CATARINA,JOINVILLE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
583334,SAD-MATA-ATLANTICA,"1,9395",2022,MATA ATLANTICA,SANTA CATARINA,RIO FORTUNA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA COM FISCALIZACAO ESTADUAL,ALERTA SEM AUTORIZACAO,ALERTA COM ACAO ESTADUAL,ALERTA COM ACAO OU AUTORIZACAO
583349,SAD-MATA-ATLANTICA,"2,3431",2022,MATA ATLANTICA,SANTA CATARINA,SANTA TEREZINHA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
583580,SAD-MATA-ATLANTICA,"1,1472",2022,MATA ATLANTICA,SANTA CATARINA,SANTA TEREZINHA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
583700,SAD-MATA-ATLANTICA,"0,6270",2022,MATA ATLANTICA,SANTA CATARINA,GASPAR,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
583909,SAD-MATA-ATLANTICA,"1,2064",2022,MATA ATLANTICA,SANTA CATARINA,ANITAPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
583946,SAD-MATA-ATLANTICA,"1,0375",2022,MATA ATLANTICA,SANTA CATARINA,PRESIDENTE GETULIO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
583953,SAD-MATA-ATLANTICA,"0,2803",2022,MATA ATLANTICA,SANTA CATARINA,CAMPO ALEGRE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584075,SAD-MATA-ATLANTICA,"0,9368",2022,MATA ATLANTICA,SANTA CATARINA,TUNAPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584089,SAD-MATA-ATLANTICA,"4,9196",2022,MATA ATLANTICA,SANTA CATARINA,LAURO MULLER,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584190,SAD-MATA-ATLANTICA,"0,4703",2022,MATA ATLANTICA,SANTA CATARINA,GASPAR,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
584233,SAD-MATA-ATLANTICA,"1,4944",2022,MATA ATLANTICA,SANTA CATARINA,IPUMIRIM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584243,SAD-MATA-ATLANTICA,"0,8464",2022,MATA ATLANTICA,SANTA CATARINA,RIO FORTUNA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584339,SAD-MATA-ATLANTICA,"0,9334",2022,MATA ATLANTICA,SANTA CATARINA,SANTA TEREZINHA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584400,SAD-MATA-ATLANTICA,"3,9735",2022,MATA ATLANTICA,SANTA CATARINA,AGROLANDIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584445,SAD-MATA-ATLANTICA,"1,7072",2022,MATA ATLANTICA,SANTA CATARINA,CAMPOS NOVOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584451,SAD-MATA-ATLANTICA,"0,4896",2022,MATA ATLANTICA,SANTA CATARINA,LUIZ ALVES,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584489,SAD-MATA-ATLANTICA,"2,5839",2022,MATA ATLANTICA,SANTA CATARINA,ARAQUARI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584606,SAD-MATA-ATLANTICA,"3,7876",2022,MATA ATLANTICA,SANTA CATARINA,PAPANDUVA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584745,SAD-MATA-ATLANTICA,"0,6083",2022,MATA ATLANTICA,SANTA CATARINA,RANCHO QUEIMADO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584874,SAD-MATA-ATLANTICA,"0,9309",2022,MATA ATLANTICA,SANTA CATARINA,PASSOS MAIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584921,SAD-MATA-ATLANTICA,"2,2749",2022,MATA ATLANTICA,SANTA CATARINA,PETROLANDIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584928,SAD-MATA-ATLANTICA,"4,9813",2022,MATA ATLANTICA,SANTA CATARINA,PALMEIRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
584945,SAD-MATA-ATLANTICA,"0,3483",2022,MATA ATLANTICA,SANTA CATARINA,BENEDITO NOVO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585037,SAD-MATA-ATLANTICA,"0,7295",2022,MATA ATLANTICA,SANTA CATARINA,RIO DO CAMPO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585046,SAD-MATA-ATLANTICA,"1,4742",2022,MATA ATLANTICA,SANTA CATARINA,MASSARANDUBA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585058,SAD-MATA-ATLANTICA,"1,0839",2022,MATA ATLANTICA,SANTA CATARINA,BOM RETIRO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585148,SAD-MATA-ATLANTICA,"8,3359",2022,MATA ATLANTICA,SANTA CATARINA,BALNEARIO PICARRAS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585180,SAD-MATA-ATLANTICA,"0,9720",2022,MATA ATLANTICA,SANTA CATARINA,DESCANSO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
585244,SAD-MATA-ATLANTICA,"0,4673",2022,MATA ATLANTICA,SANTA CATARINA,JOACABA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
585256,SAD-MATA-ATLANTICA,"8,8806",2022,MATA ATLANTICA,SANTA CATARINA,ANITA GARIBALDI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585375,SAD-MATA-ATLANTICA,"3,6341",2022,MATA ATLANTICA,SANTA CATARINA,AGUA DOCE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585429,SAD-MATA-ATLANTICA,"3,0973",2022,MATA ATLANTICA,SANTA CATARINA,IPIRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585470,SAD-MATA-ATLANTICA,"0,9868",2022,MATA ATLANTICA,SANTA CATARINA,CORONEL FREITAS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585530,SAD-MATA-ATLANTICA,"1,2046",2022,MATA ATLANTICA,SANTA CATARINA,VARGEM BONITA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585548,SAD-MATA-ATLANTICA,"2,5783",2022,MATA ATLANTICA,SANTA CATARINA,FRAIBURGO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585636,SAD-MATA-ATLANTICA,"1,2888",2022,MATA ATLANTICA,SANTA CATARINA,CAMPOS NOVOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585666,SAD-MATA-ATLANTICA,"0,8943",2022,MATA ATLANTICA,SANTA CATARINA,CONCORDIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585789,SAD-MATA-ATLANTICA,"2,8142",2022,MATA ATLANTICA,SANTA CATARINA,ITAIOPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
585836,SAD-MATA-ATLANTICA,"0,7089",2022,MATA ATLANTICA,SANTA CATARINA,COCAL DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
585976,SAD-MATA-ATLANTICA,"1,8299",2022,MATA ATLANTICA,SANTA CATARINA,DIONISIO CERQUEIRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586005,SAD-MATA-ATLANTICA,"2,4509",2022,MATA ATLANTICA,SANTA CATARINA,FRAIBURGO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586030,SAD-MATA-ATLANTICA,"2,2022",2022,MATA ATLANTICA,SANTA CATARINA,CALMON,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586156,SAD-MATA-ATLANTICA,"1,6610",2022,MATA ATLANTICA,SANTA CATARINA,LEOBERTO LEAL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586161,SAD-MATA-ATLANTICA,"1,1758",2022,MATA ATLANTICA,SANTA CATARINA,CONCORDIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586189,SAD-MATA-ATLANTICA,"0,6238",2022,MATA ATLANTICA,SANTA CATARINA,ANGELINA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586196,SAD-MATA-ATLANTICA,"0,3077",2022,MATA ATLANTICA,SANTA CATARINA,VARGEAO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586300,SAD-MATA-ATLANTICA,"3,0322",2022,MATA ATLANTICA,SANTA CATARINA,PAPANDUVA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586314,SAD-MATA-ATLANTICA,"0,2615",2022,MATA ATLANTICA,SANTA CATARINA,IPUMIRIM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586359,SAD-MATA-ATLANTICA,"2,1230",2022,MATA ATLANTICA,SANTA CATARINA,LINDOIA DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586380,SAD-MATA-ATLANTICA,"0,9129",2022,MATA ATLANTICA,SANTA CATARINA,GRAO-PARA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586405,SAD-MATA-ATLANTICA,"1,8353",2022,MATA ATLANTICA,SANTA CATARINA,GUARACIABA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA COM FISCALIZACAO ESTADUAL,ALERTA SEM AUTORIZACAO,ALERTA COM ACAO ESTADUAL,ALERTA COM ACAO OU AUTORIZACAO
586409,SAD-MATA-ATLANTICA,"0,8773",2022,MATA ATLANTICA,SANTA CATARINA,IPIRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586410,SAD-MATA-ATLANTICA,"1,3367",2022,MATA ATLANTICA,SANTA CATARINA,SANTA CECILIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586492,SAD-MATA-ATLANTICA,"2,1005",2022,MATA ATLANTICA,SANTA CATARINA,SUL BRASIL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586575,SAD-MATA-ATLANTICA,"0,6137",2022,MATA ATLANTICA,SANTA CATARINA,PALMITOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586609,SAD-MATA-ATLANTICA,"0,9035",2022,MATA ATLANTICA,SANTA CATARINA,IPIRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586690,SAD-MATA-ATLANTICA,"2,1717",2022,MATA ATLANTICA,SANTA CATARINA,IPUMIRIM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586787,SAD-MATA-ATLANTICA,"1,6005",2022,MATA ATLANTICA,SANTA CATARINA,SAO LOURENCO DO OESTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586808,SAD-MATA-ATLANTICA,"0,8202",2022,MATA ATLANTICA,SANTA CATARINA,PARAISO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586831,SAD-MATA-ATLANTICA,"0,7533",2022,MATA ATLANTICA,SANTA CATARINA,XAXIM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586874,SAD-MATA-ATLANTICA,"0,3503",2022,MATA ATLANTICA,SANTA CATARINA,GRAVATAL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
586954,SAD-MATA-ATLANTICA,"1,2722",2022,MATA ATLANTICA,SANTA CATARINA,AGUA DOCE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO ESTADUAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
587003,SAD-MATA-ATLANTICA,"3,3771",2022,MATA ATLANTICA,SANTA CATARINA,CALMON,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587116,SAD-MATA-ATLANTICA,"0,6603",2022,MATA ATLANTICA,SANTA CATARINA,OURO VERDE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587140,SAD-MATA-ATLANTICA,"1,1645",2022,MATA ATLANTICA,SANTA CATARINA,CAMPOS NOVOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587198,SAD-MATA-ATLANTICA,"3,1969",2022,MATA ATLANTICA,SANTA CATARINA,ITAJAI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587212,SAD-MATA-ATLANTICA,"1,0215",2022,MATA ATLANTICA,SANTA CATARINA,TUNAPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
587223,SAD-MATA-ATLANTICA,"1,9362",2022,MATA ATLANTICA,SANTA CATARINA,NAVEGANTES,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
587308,SAD-MATA-ATLANTICA,"0,7889",2022,MATA ATLANTICA,SANTA CATARINA,ITAPIRANGA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587314,SAD-MATA-ATLANTICA,"0,2425",2022,MATA ATLANTICA,SANTA CATARINA,SAO DOMINGOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587348,SAD-MATA-ATLANTICA,"0,7915",2022,MATA ATLANTICA,SANTA CATARINA,SANTA HELENA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587468,SAD-MATA-ATLANTICA,"18,5404",2022,MATA ATLANTICA,SANTA CATARINA,PONTE SERRADA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587701,SAD-MATA-ATLANTICA,"1,7703",2022,MATA ATLANTICA,SANTA CATARINA,BIGUACU,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
587727,SAD-MATA-ATLANTICA,"0,7762",2022,MATA ATLANTICA,SANTA CATARINA,JAGUARUNA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
587911,SAD-MATA-ATLANTICA,"9,4545",2022,MATA ATLANTICA,SANTA CATARINA,PENHA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
588023,SAD-MATA-ATLANTICA,"0,9921",2022,MATA ATLANTICA,SANTA CATARINA,XAVANTINA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
588078,SAD-MATA-ATLANTICA,"0,5788",2022,MATA ATLANTICA,SANTA CATARINA,LINDOIA DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
